first,last,team,year,games_played,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct
James,Harden,HOU,2017,72,35:25:00,9.04,20.13,3.68,10.03,8.67,10.1,0.57,4.83,5.4,8.75,1.75,0.69,4.38,2.35,30.43,0.449,0.367,0.858
DeMar,DeRozan,TOR,2017,80,33:53:00,8.06,17.66,1.11,3.59,5.76,6.99,0.74,3.2,3.94,5.21,1.06,0.28,2.19,1.89,23,0.456,0.31,0.825
Stephen,Curry,GSW,2017,51,31:58:00,8.39,16.94,4.16,9.82,5.45,5.92,0.71,4.41,5.12,6.08,1.57,0.16,3,2.24,26.39,0.495,0.423,0.921
Giannis,Antetokounmpo,MIL,2017,75,36:44:00,9.89,18.69,0.57,1.87,6.49,8.55,2.08,7.96,10.04,4.81,1.45,1.41,2.97,3.08,26.85,0.529,0.307,0.76
Joel,Embiid,PHI,2017,63,30:21:00,8.1,16.76,1.05,3.4,5.7,7.41,2.27,8.68,10.95,3.16,0.63,1.76,3.71,3.32,22.94,0.483,0.308,0.769
Kyle,Lowry,TOR,2017,78,32:10:00,5.17,12.1,3.05,7.64,2.86,3.35,0.85,4.72,5.56,6.88,1.09,0.24,2.35,2.46,16.24,0.427,0.399,0.854
Klay,Thompson,GSW,2017,73,34:18:00,7.88,16.12,3.14,7.12,1.12,1.34,0.42,3.37,3.79,2.53,0.75,0.47,1.75,1.6,20.01,0.489,0.44,0.837
Damian,Lillard,POR,2017,73,36:34:00,8.51,19.38,3.11,8.62,6.75,7.37,0.85,3.6,4.45,6.59,1.05,0.37,2.82,1.6,26.88,0.439,0.361,0.916
Draymond,Green,GSW,2017,70,32:40:00,4.01,8.84,1.1,3.66,1.91,2.47,1.07,6.57,7.64,7.26,1.36,1.3,2.89,2.64,11.04,0.454,0.301,0.775
Karl-Anthony,Towns,MIN,2017,82,35:35:00,7.79,14.29,1.46,3.48,4.21,4.9,2.9,9.44,12.34,2.43,0.78,1.4,1.94,3.48,21.26,0.545,0.421,0.858
Al,Horford,BOS,2017,72,31:37:00,5.11,10.46,1.35,3.14,1.31,1.67,1.43,5.94,7.38,4.71,0.6,1.08,1.83,1.92,12.88,0.489,0.429,0.783
LeBron,James,LAL,2018,55,35:13:00,10.15,19.91,2.02,5.95,5.05,7.6,1.04,7.42,8.45,8.25,1.31,0.6,3.58,1.71,27.36,0.51,0.339,0.665
James,Harden,HOU,2018,78,36:46:00,10.81,24.47,4.85,13.18,9.67,11,0.85,5.79,6.64,7.51,2.03,0.74,4.96,3.13,36.13,0.442,0.368,0.879
Kevin,Durant,GSW,2018,78,34:37:00,9.24,17.73,1.76,4.97,5.74,6.49,0.42,5.95,6.37,5.86,0.74,1.08,2.88,1.99,25.99,0.521,0.353,0.885
Kyrie,Irving,BOS,2018,67,33:04:00,9.01,18.52,2.6,6.48,3.19,3.66,1.06,3.94,5,6.93,1.54,0.51,2.57,2.49,23.82,0.487,0.401,0.873
Kawhi,Leonard,TOR,2018,60,34:00:00,9.33,18.82,1.87,5.03,6.07,7.1,1.3,6.02,7.32,3.32,1.77,0.42,2.02,1.45,26.6,0.496,0.371,0.854
Damian,Lillard,POR,2018,80,35:27:00,8.51,19.16,2.96,8.04,5.85,6.41,0.85,3.79,4.64,6.89,1.1,0.43,2.65,1.85,25.84,0.444,0.369,0.912
Klay,Thompson,GSW,2018,78,33:59:00,8.4,17.97,3.09,7.68,1.65,2.03,0.47,3.36,3.83,2.38,1.08,0.6,1.47,2.01,21.54,0.467,0.402,0.816
Bradley,Beal,WAS,2018,82,36:54:00,9.32,19.62,2.55,7.27,4.41,5.46,1.09,3.93,5.01,5.46,1.48,0.71,2.73,2.76,25.6,0.475,0.351,0.808
Ben,Simmons,PHI,2018,79,34:09:00,6.84,12.15,0,0.08,3.25,5.42,2.18,6.65,8.82,7.72,1.42,0.77,3.47,2.65,16.92,0.563,0,0.6
Karl-Anthony,Towns,MIN,2018,77,33:03:00,8.84,17.06,1.84,4.61,4.88,5.84,3.42,8.97,12.39,3.36,0.87,1.62,3.12,3.79,24.42,0.518,0.4,0.836
LaMarcus,Aldridge,SAS,2018,81,33:10:00,8.44,16.28,0.12,0.52,4.31,5.09,3.1,6.09,9.19,2.4,0.53,1.32,1.78,2.21,21.32,0.519,0.238,0.847
Dwyane,Wade,MIA,2018,72,26:09:00,5.78,13.33,1.19,3.63,2.29,3.24,0.96,3,3.96,4.18,0.82,0.53,2.31,1.64,15.04,0.433,0.33,0.708
Anthony,Davis,NOP,2018,56,33:02:00,9.46,18.32,0.86,2.59,6.14,7.73,3.11,8.89,12,3.89,1.57,2.41,2,2.36,25.93,0.517,0.331,0.794
Stephen,Curry,GSW,2018,69,33:44:00,9.16,19.42,5.13,11.74,3.81,4.16,0.65,4.7,5.35,5.23,1.33,0.36,2.78,2.41,27.26,0.472,0.437,0.916
Giannis,Antetokounmpo,MIL,2018,72,32:46:00,10.01,17.32,0.72,2.82,6.94,9.53,2.21,10.26,12.47,5.89,1.28,1.53,3.72,3.22,27.69,0.578,0.256,0.729
Paul,George,OKC,2018,77,36:54:00,9.18,20.96,3.79,9.83,5.88,7.01,1.36,6.79,8.16,4.13,2.21,0.44,2.66,2.78,28.04,0.438,0.386,0.839
Joel,Embiid,PHI,2018,64,33:39:00,9.06,18.73,1.23,4.11,8.16,10.14,2.5,11.11,13.61,3.66,0.72,1.91,3.53,3.3,27.52,0.484,0.3,0.804
Kemba,Walker,CHO,2018,82,34:55:00,8.91,20.54,3.17,8.91,4.63,5.49,0.63,3.77,4.4,5.9,1.24,0.41,2.57,1.6,25.63,0.434,0.356,0.844
Khris,Middleton,MIL,2018,77,31:04:00,6.57,14.91,2.32,6.16,2.81,3.35,0.65,5.34,5.99,4.3,1.04,0.09,2.26,2.23,18.27,0.441,0.378,0.837
Blake,Griffin,DET,2018,75,34:58:00,8.25,17.88,2.52,6.96,5.52,7.33,1.33,6.2,7.53,5.36,0.69,0.37,3.37,2.65,24.55,0.462,0.362,0.753
Russell,Westbrook,OKC,2018,73,36:02:00,8.63,20.18,1.63,5.63,4.05,6.18,1.49,9.56,11.05,10.74,1.95,0.45,4.45,3.36,22.95,0.428,0.29,0.656
Nikola,Jokic,DEN,2018,80,31:17:00,7.7,15.08,1.04,3.38,3.61,4.4,2.85,7.96,10.81,7.25,1.35,0.69,3.1,2.85,20.05,0.511,0.307,0.821
Kyle,Lowry,TOR,2018,65,33:59:00,4.68,11.37,2.42,6.97,2.48,2.98,0.63,4.17,4.8,8.68,1.4,0.48,2.8,2.55,14.25,0.411,0.347,0.83
D'Angelo,Russell,BRK,2018,81,30:13:00,8.14,18.73,2.89,7.84,1.98,2.53,0.65,3.23,3.89,6.95,1.23,0.25,3.12,1.74,21.14,0.434,0.369,0.78
Nikola,Vucevic,ORL,2018,80,31:24:00,8.76,16.93,1.05,2.89,2.24,2.84,2.8,9.2,12,3.84,1.01,1.11,1.99,1.96,20.81,0.518,0.364,0.789
Dirk,Nowitzki,DAL,2018,51,15:35:00,2.65,7.37,1.25,4.02,0.76,0.98,0.1,3,3.1,0.69,0.18,0.35,0.35,1.49,7.31,0.359,0.312,0.78
Kawhi,Leonard,LAC,2019,57,32:29:00,9.33,19.88,2.16,5.7,6.25,7.05,0.95,6.11,7.05,4.91,1.81,0.58,2.61,1.98,27.07,0.47,0.378,0.886
Anthony,Davis,LAL,2019,62,34:22:00,8.89,17.68,1.16,3.52,7.16,8.47,2.29,7.02,9.31,3.23,1.47,2.31,2.48,2.52,26.1,0.503,0.33,0.846
LeBron,James,LAL,2019,67,34:34:00,9.6,19.45,2.21,6.34,3.94,5.69,0.99,6.85,7.84,10.21,1.16,0.54,3.9,1.76,25.34,0.493,0.348,0.693
James,Harden,HOU,2019,68,36:26:00,9.88,22.26,4.4,12.4,10.18,11.76,1.03,5.53,6.56,7.53,1.84,0.88,4.53,3.34,34.34,0.444,0.355,0.865
Luka,Doncic,DAL,2019,61,33:33:00,9.52,20.57,2.8,8.87,6.98,9.21,1.28,8.11,9.39,8.82,1.02,0.23,4.26,2.51,28.84,0.463,0.316,0.758
Ben,Simmons,PHI,2019,57,35:24:00,6.58,11.35,0.04,0.12,3.25,5.23,1.98,5.81,7.79,7.98,2.09,0.58,3.51,3.26,16.44,0.58,0.286,0.621
Russell,Westbrook,HOU,2019,57,35:56:00,10.6,22.47,0.96,3.74,5.09,6.67,1.75,6.16,7.91,7.04,1.63,0.35,4.47,3.51,27.25,0.472,0.258,0.763
Chris,Paul,OKC,2019,70,31:31:00,6.2,12.67,1.59,4.34,3.61,3.99,0.37,4.61,4.99,6.74,1.59,0.16,2.3,2.26,17.6,0.489,0.365,0.907
Devin,Booker,PHO,2019,70,35:48:00,8.96,18.33,2.01,5.69,6.69,7.27,0.41,3.83,4.24,6.51,0.7,0.26,3.77,3.04,26.61,0.489,0.354,0.919
Domantas,Sabonis,IND,2019,62,34:51:00,7.39,13.68,0.27,1.08,3.45,4.77,3.05,9.39,12.44,5,0.76,0.48,2.74,3.15,18.5,0.54,0.254,0.723
Jayson,Tatum,BOS,2019,66,34:21:00,8.36,18.58,2.86,7.11,3.85,4.74,0.97,6,6.97,3.03,1.41,0.86,2.35,2.06,23.44,0.45,0.403,0.812
Nikola,Jokic,DEN,2019,73,32:00:00,7.74,14.67,1.1,3.49,3.37,4.12,2.27,7.47,9.74,7.01,1.16,0.6,3.1,3.04,19.95,0.528,0.314,0.817
Giannis,Antetokounmpo,MIL,2019,63,30:23:00,10.87,19.65,1.41,4.65,6.32,9.98,2.22,11.37,13.59,5.62,0.97,1.05,3.65,3.1,29.48,0.553,0.304,0.633
Kemba,Walker,BOS,2019,56,31:07:00,6.75,15.88,3.21,8.45,3.73,4.32,0.64,3.23,3.88,4.79,0.86,0.5,2.09,1.63,20.45,0.425,0.381,0.864
Joel,Embiid,PHI,2019,51,29:32:00,7.49,15.71,1.12,3.37,6.88,8.53,2.76,8.86,11.63,2.98,0.88,1.27,3.12,3.41,22.98,0.477,0.331,0.807
Pascal,Siakam,TOR,2019,60,35:11:00,8.33,18.4,2.18,6.08,4,5.05,1.07,6.25,7.32,3.45,1.02,0.88,2.47,2.83,22.85,0.453,0.359,0.792
Trae,Young,ATL,2019,60,35:20:00,9.1,20.82,3.42,9.47,8.02,9.32,0.53,3.72,4.25,9.33,1.08,0.13,4.82,1.73,29.63,0.437,0.361,0.86
Kyle,Lowry,TOR,2019,58,36:15:00,5.76,13.84,2.83,8.03,5.07,5.91,0.55,4.48,5.03,7.47,1.41,0.45,3.07,3.28,19.41,0.416,0.352,0.857
Khris,Middleton,MIL,2019,62,29:55:00,7.6,15.27,2.37,5.71,3.35,3.66,0.71,5.45,6.16,4.27,0.85,0.11,2.21,2.29,20.92,0.497,0.415,0.916
Rudy,Gobert,UTA,2019,68,34:20:00,5.68,8.19,0,0,3.74,5.93,3.38,10.09,13.47,1.49,0.75,1.99,1.91,3.16,15.09,0.693,0,0.63
Donovan,Mitchell,UTA,2019,69,34:13:00,8.72,19.45,2.51,6.86,4.03,4.67,0.77,3.64,4.41,4.26,1.01,0.2,2.67,2.49,23.99,0.449,0.366,0.863
Jimmy,Butler,MIA,2019,58,33:44:00,5.95,13.07,0.5,2.05,7.55,9.05,1.83,4.83,6.66,6.03,1.78,0.55,2.19,1.4,19.95,0.455,0.244,0.834
Bam,Adebayo,MIA,2019,72,33:32:00,6.11,10.97,0.03,0.19,3.67,5.31,2.44,7.76,10.21,5.11,1.14,1.29,2.83,2.53,15.92,0.557,0.143,0.691
Brandon,Ingram,NOP,2019,62,33:57:00,8.18,17.68,2.42,6.19,5.05,5.94,0.82,5.31,6.13,4.18,0.98,0.61,3.05,2.89,23.82,0.463,0.391,0.851
Luka,Doncic,DAL,2020,66,34:15:00,9.8,20.47,2.91,8.3,5.21,7.14,0.82,7.17,7.98,8.59,0.97,0.55,4.26,2.3,27.73,0.479,0.35,0.73
Stephen,Curry,GSW,2020,63,34:09:00,10.44,21.67,5.35,12.71,5.75,6.27,0.46,5.02,5.48,5.76,1.22,0.13,3.38,1.89,31.98,0.482,0.421,0.916
Giannis,Antetokounmpo,MIL,2020,60,32:55:00,10.08,17.73,1.05,3.55,6.58,9.58,1.6,9.45,11.05,5.88,1.18,1.17,3.43,2.77,27.8,0.569,0.296,0.687
Nikola,Jokic,DEN,2020,72,34:33:00,10.17,17.96,1.28,3.29,4.75,5.47,2.85,7.99,10.83,8.32,1.32,0.67,3.08,2.67,26.36,0.566,0.388,0.868
LeBron,James,LAL,2020,45,33:22:00,9.38,18.29,2.31,6.33,3.96,5.67,0.64,7.04,7.69,7.78,1.07,0.56,3.73,1.56,25.02,0.513,0.365,0.698
Chris,Paul,PHO,2020,70,31:25:00,6.27,12.56,1.46,3.69,2.41,2.59,0.36,4.1,4.46,8.89,1.41,0.27,2.23,2.37,16.41,0.499,0.395,0.934
Jaylen,Brown,BOS,2020,58,34:30:00,9.28,19.16,2.81,7.09,3.29,4.31,1.22,4.76,5.98,3.36,1.24,0.55,2.72,2.9,24.66,0.484,0.397,0.764
Paul,George,LAC,2020,54,33:47:00,8.24,17.65,3.17,7.7,3.67,4.22,0.83,5.81,6.65,5.19,1.15,0.44,3.31,2.44,23.31,0.467,0.411,0.868
Damian,Lillard,POR,2020,67,35:46:00,8.99,19.91,4.1,10.51,6.7,7.22,0.48,3.75,4.22,7.54,0.93,0.25,3.03,1.52,28.78,0.451,0.391,0.928
Domantas,Sabonis,IND,2020,62,35:59:00,7.81,14.58,0.84,2.61,3.87,5.29,2.42,9.55,11.97,6.69,1.23,0.53,3.44,3.27,20.32,0.535,0.321,0.732
Rudy,Gobert,UTA,2020,71,30:46:00,5.51,8.15,0,0.06,3.28,5.27,3.38,10.14,13.52,1.25,0.56,2.68,1.66,2.3,14.3,0.675,0,0.623
Kyrie,Irving,BRK,2020,54,34:56:00,10.17,20.11,2.81,7,3.72,4.04,0.96,3.8,4.76,6,1.41,0.69,2.41,2.59,26.87,0.506,0.402,0.922
Bradley,Beal,WAS,2020,61,35:42:00,11.15,23.07,2.15,6.21,6.7,7.56,1.2,3.59,4.79,4.44,1.13,0.39,3.11,2.34,31.15,0.483,0.346,0.887
Kawhi,Leonard,LAC,2020,52,34:03:00,8.94,17.46,1.94,4.88,5.02,5.67,1.06,5.42,6.48,5.17,1.56,0.4,2.02,1.58,24.85,0.512,0.398,0.885
Jayson,Tatum,BOS,2020,65,35:51:00,9.52,20.77,2.95,7.65,4.8,5.49,0.8,6.58,7.38,4.31,1.17,0.51,2.66,1.89,26.8,0.459,0.386,0.874
Zion,Williamson,NOP,2020,61,33:12:00,10.39,17,0.16,0.56,6.05,8.67,2.74,4.49,7.23,3.7,0.93,0.64,2.74,2.21,27,0.611,0.294,0.698
James,Harden,BRK,2020,44,36:33:00,7.77,16.68,2.75,7.59,6.32,7.34,0.8,7.11,7.91,10.8,1.2,0.75,4.02,2.25,24.61,0.466,0.362,0.861
Donovan,Mitchell,UTA,2020,53,33:24:00,9.02,20.58,3.36,8.7,5.04,5.96,0.94,3.49,4.43,5.23,0.98,0.28,2.77,2.21,26.43,0.438,0.386,0.845
Zach,LaVine,CHI,2020,58,35:06:00,9.81,19.36,3.45,8.22,4.36,5.14,0.62,4.36,4.98,4.86,0.79,0.47,3.5,2.38,27.43,0.507,0.419,0.849
Nikola,Vucevic,ORL,2020,70,33:30:00,9.51,19.94,2.51,6.29,1.87,2.23,2.09,9.59,11.67,3.84,0.93,0.69,1.8,1.96,23.41,0.477,0.4,0.84
Julius,Randle,NYK,2020,71,37:32:00,8.48,18.61,2.25,5.48,4.9,6.04,1.18,9.01,10.2,6.01,0.9,0.25,3.39,3.17,24.11,0.456,0.411,0.811
Mike,Conley,UTA,2020,51,29:21:00,5.57,12.55,2.71,6.57,2.37,2.78,0.71,2.76,3.47,5.98,1.37,0.18,1.94,1.92,16.22,0.444,0.412,0.852
Stephen,Curry,GSW,2021,65,34:18:00,8.29,18.98,4.43,11.66,4.26,4.62,0.52,4.71,5.23,6.29,1.35,0.35,3.22,2,25.28,0.437,0.38,0.923
LeBron,James,LAL,2021,54,37:12:00,11.33,21.67,2.81,7.94,4.41,5.83,1.13,7.06,8.19,6.28,1.33,1.06,3.54,2.22,29.89,0.523,0.354,0.756
Giannis,Antetokounmpo,MIL,2021,67,32:56:00,10.28,18.58,1.06,3.61,8.25,11.43,2,9.61,11.61,5.79,1.07,1.36,3.27,3.16,29.88,0.553,0.293,0.722
DeMar,DeRozan,CHI,2021,77,35:59:00,10.12,20.12,0.65,1.86,6.79,7.75,0.73,4.42,5.14,4.91,0.88,0.34,2.36,2.32,27.68,0.503,0.35,0.876
Nikola,Jokic,DEN,2021,74,33:25:00,10.32,17.72,1.31,3.89,5.12,6.32,2.78,10.99,13.77,7.89,1.47,0.85,3.8,2.58,27.08,0.583,0.337,0.81
Luka,Doncic,DAL,2021,65,35:24:00,9.86,21.58,3.09,8.75,5.6,7.52,0.86,8.26,9.12,8.74,1.15,0.55,4.49,2.23,28.42,0.457,0.353,0.744
Darius,Garland,CLE,2021,69,35:35:00,7.9,17.1,2.54,6.65,3.13,3.52,0.57,2.7,3.26,8.49,1.29,0.1,3.62,1.67,21.46,0.462,0.381,0.889
Jarrett,Allen,CLE,2021,57,32:07:00,6.51,9.68,0.02,0.18,2.96,4.16,3.42,7.32,10.74,1.63,0.77,1.32,1.67,1.7,16,0.672,0.1,0.713
Fred,VanVleet,TOR,2021,66,37:39:00,6.74,16.79,3.68,9.82,2.95,3.41,0.68,3.79,4.47,6.7,1.71,0.53,2.62,2.48,20.12,0.402,0.375,0.867
Jimmy,Butler,MIA,2021,57,33:51:00,6.98,14.54,0.47,2.04,6.95,7.98,1.79,4.11,5.89,5.47,1.65,0.47,2.12,1.54,21.39,0.48,0.233,0.87
Chris,Paul,PHO,2021,65,32:55:00,5.58,11.32,0.97,3.06,2.6,3.11,0.34,4.02,4.35,10.8,1.86,0.31,2.35,2.06,14.74,0.493,0.317,0.837
Joel,Embiid,PHI,2021,67,33:42:00,9.76,19.52,1.34,3.66,9.51,11.69,2.12,9.51,11.63,4.19,1.13,1.4,3.15,2.69,30.37,0.5,0.367,0.814
Jayson,Tatum,BOS,2021,77,35:48:00,9.27,20.52,3,8.51,5.26,6.16,1.12,6.91,8.03,4.36,1.01,0.64,2.84,2.29,26.81,0.452,0.353,0.854
Trae,Young,ATL,2021,77,34:37:00,9.3,20.25,3.04,7.99,6.53,7.22,0.65,3.04,3.69,9.61,0.94,0.09,3.99,1.69,28.17,0.459,0.38,0.905
Ja,Morant,MEM,2021,58,33:04:00,10.19,20.6,1.53,4.48,5.52,7.22,1.34,4.36,5.71,6.69,1.14,0.38,3.47,1.48,27.43,0.495,0.342,0.764
Andrew,Wiggins,GSW,2021,74,31:45:00,6.49,13.91,2.15,5.46,2.03,3.2,1.15,3.26,4.41,2.2,1.04,0.69,1.5,2.14,17.15,0.466,0.394,0.633
Devin,Booker,PHO,2021,68,34:27:00,9.74,20.9,2.69,7.03,4.63,5.34,0.66,4.37,5.03,4.84,1.13,0.38,2.38,2.65,26.79,0.466,0.383,0.868
Dejounte,Murray,SAS,2021,69,34:37:00,8.39,18.16,1.39,4.3,2.91,3.65,1.16,7.04,8.2,9.13,2.01,0.33,2.62,2.01,21.09,0.462,0.323,0.798
LaMelo,Ball,CHO,2021,76,32:08:00,7.17,16.67,2.91,7.49,2.79,3.2,1.43,5.24,6.67,7.58,1.59,0.39,3.26,3.13,20.04,0.43,0.388,0.872
Khris,Middleton,MIL,2021,66,32:27:00,6.85,15.47,2.45,6.58,3.92,4.41,0.62,4.77,5.39,5.42,1.15,0.27,2.88,2.42,20.08,0.443,0.373,0.89
Karl-Anthony,Towns,MIN,2021,75,33:10:00,8.64,16.31,2.03,4.93,5.13,6.25,2.61,7.17,9.79,3.64,0.96,1.12,3.03,3.59,24.44,0.53,0.411,0.821
Rudy,Gobert,UTA,2021,66,32:06:00,5.48,7.7,0,0.06,4.59,6.65,3.65,11.02,14.67,1.09,0.68,2.08,1.8,2.67,15.56,0.713,0,0.69
Zach,LaVine,CHI,2021,68,34:34:00,8.44,17.65,2.78,7.07,4.75,5.56,0.32,4.25,4.57,4.5,0.65,0.34,2.53,1.78,24.41,0.478,0.393,0.854
Jayson,Tatum,BOS,2022,74,36:55:00,9.82,21.07,3.24,9.27,7.18,8.41,1.05,7.72,8.77,4.62,1.05,0.69,2.88,2.16,30.07,0.466,0.35,0.854
Donovan,Mitchell,CLE,2022,68,35:49:00,9.99,20.62,3.6,9.34,4.69,5.41,0.93,3.32,4.25,4.43,1.46,0.4,2.65,2.47,28.26,0.484,0.386,0.867
Lauri,Markkanen,UTA,2022,66,34:24:00,8.65,17.35,3.03,7.74,5.29,6.05,1.97,6.67,8.64,1.86,0.64,0.58,1.92,2.08,25.62,0.499,0.391,0.875
Ja,Morant,MEM,2022,61,31:57:00,9.28,19.9,1.51,4.92,6.1,8.15,1,4.85,5.85,8.08,1.08,0.26,3.38,1.64,26.16,0.466,0.307,0.748
Giannis,Antetokounmpo,MIL,2022,63,32:09:00,11.22,20.29,0.75,2.71,7.9,12.25,2.17,9.6,11.78,5.7,0.83,0.81,3.9,3.13,31.1,0.553,0.275,0.645
Bam,Adebayo,MIA,2022,77,34:45:00,7.9,14.74,0.01,0.16,4.31,5.38,2.47,6.81,9.27,3.22,1.19,0.83,2.48,2.77,20.12,0.536,0.083,0.802
Damian,Lillard,POR,2022,58,36:26:00,9.59,20.72,4.21,11.34,8.79,9.62,0.76,4.02,4.78,7.33,0.86,0.31,3.29,1.88,32.17,0.463,0.371,0.914
DeMar,DeRozan,CHI,2022,76,36:24:00,8.89,17.64,0.61,1.91,6.14,7.07,0.49,4.17,4.66,5.12,1.11,0.5,2.05,2.53,24.54,0.504,0.317,0.87
Pascal,Siakam,TOR,2022,72,37:25:00,8.93,18.54,1.31,4.03,5.17,6.74,1.85,6,7.85,5.85,0.92,0.5,2.39,3.21,24.33,0.482,0.324,0.767
Domantas,Sabonis,SAC,2022,79,34:38:00,7.3,11.87,0.39,1.05,4.11,5.54,3.18,9.14,12.32,7.25,0.82,0.49,2.91,3.53,19.11,0.615,0.373,0.742
Shai,Gilgeous-Alexander,OKC,2022,70,35:36:00,10.29,20.31,0.86,2.49,9.84,10.84,0.9,3.97,4.87,5.39,1.66,0.99,2.79,2.86,31.27,0.506,0.345,0.908
Jrue,Holiday,MIL,2022,67,32:33:00,7.31,15.27,2.36,6.13,2.27,2.64,1.16,3.91,5.07,7.39,1.16,0.37,2.94,1.73,19.25,0.479,0.384,0.859
Kyrie,Irving,DAL,2022,60,37:18:00,9.9,20.05,3.13,8.27,4.12,4.55,0.98,4.08,5.07,5.52,1.1,0.75,2.13,2.75,27.05,0.494,0.379,0.905
Joel,Embiid,PHI,2022,66,34:38:00,11.03,20.12,1,3.03,10.02,11.68,1.71,8.44,10.15,4.15,1,1.7,3.42,3.11,33.08,0.548,0.33,0.857
Nikola,Jokic,DEN,2022,69,33:40:00,9.36,14.81,0.83,2.16,4.94,6.01,2.42,9.42,11.84,9.83,1.26,0.68,3.58,2.52,24.49,0.632,0.383,0.822
Luka,Doncic,DAL,2022,66,36:11:00,10.89,21.95,2.8,8.2,7.8,10.52,0.82,7.8,8.62,8.02,1.36,0.5,3.58,2.52,32.39,0.496,0.342,0.742
LeBron,James,LAL,2022,56,35:42:00,11.09,22.14,2.21,6.84,4.54,5.89,1.18,7.16,8.34,6.8,0.91,0.61,3.27,1.66,28.93,0.501,0.324,0.77
Jaylen,Brown,BOS,2022,67,35:56:00,10.13,20.64,2.43,7.27,3.93,5.13,1.16,5.69,6.85,3.46,1.12,0.39,2.94,2.57,26.63,0.491,0.335,0.765
Julius,Randle,NYK,2022,77,35:35:00,8.55,18.6,2.83,8.26,5.22,6.9,1.83,8.13,9.96,4.1,0.64,0.27,2.81,3.03,25.14,0.459,0.343,0.757
Paul,George,LAC,2022,56,34:39:00,8.2,17.93,2.82,7.61,4.57,5.25,0.8,5.3,6.11,5.14,1.48,0.36,3.14,2.84,23.79,0.457,0.371,0.871
Anthony,Edwards,MIN,2022,81,36:10:00,8.86,19.47,2.67,7.35,3.98,5.26,0.6,5.27,5.88,4.46,1.58,0.77,3.27,2.36,24.37,0.455,0.363,0.756
Tyrese,Haliburton,IND,2022,56,33:32:00,7.36,15.02,2.88,7.18,3.13,3.59,0.59,3.07,3.66,10.45,1.63,0.45,2.52,1.23,20.71,0.49,0.4,0.871
De'Aaron,Fox,SAC,2022,73,33:23:00,9.34,18.23,1.63,5.03,4.7,6.03,0.55,3.64,4.19,6.12,1.14,0.32,2.48,2.36,25.01,0.512,0.324,0.78
Jaren,Jackson Jr.,MEM,2022,63,28:24:00,6.6,13.05,1.59,4.48,3.83,4.86,1.71,5.05,6.76,0.95,1.03,3,1.7,3.6,18.62,0.506,0.355,0.788
